subject,condition,n,A_yes1yes2,B_yes1no2,C_no1yes2,D_no1no2,p_yes1,p_yes2,Q_reported_smoothed,Q_unsmoothed,T2_plus_T3,resolution,n_alt_combinations,note
1,SameItem,10,5,4,1,0,0.9,0.6,-0.421053,-1.0,n=10 A=5 B=4 C=1 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
1,DifferentItem,11,2,6,2,1,0.7272727272727273,0.36363636363636365,-0.625,-0.7142857142857143,n=11 A=2 B=6 C=2 D=1,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
1,IntactPair,3,3,0,0,0,1.0,1.0,0.75,,n=3 A=3 B=0 C=0 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
1,ItemPair,15,6,5,0,4,0.7333333333333333,0.4,0.828125,1.0,n=15 A=6 B=5 C=0 D=4,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
1,PairItem,11,8,2,0,1,0.9090909090909091,0.7272727272727273,0.821429,1.0,n=11 A=8 B=2 C=0 D=1,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly; rr7 p1_pi is self-consistent and used as given; the TRIAL files p1_pi is corrupt
1,RepeatedLure,5,0,0,2,3,0.0,0.4,0.166667,,n=3 A=0 B=0 C=0 D=3,A: sum(n)=50 and rl identity satisfied,1,differs from TRIAL2+TRIAL3: n 3 vs 5
2,SameItem,9,3,2,1,3,0.5555555555555556,0.4444444444444444,0.53125,0.6363636363636364,n=9 A=3 B=2 C=1 D=3,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
2,DifferentItem,11,3,3,0,5,0.5454545454545454,0.2727272727272727,0.833333,1.0,n=11 A=3 B=3 C=0 D=5,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
2,IntactPair,6,3,1,1,1,0.6666666666666666,0.6666666666666666,0.4,0.5,n=6 A=3 B=1 C=1 D=1,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
2,ItemPair,14,6,4,1,3,0.7142857142857143,0.5,0.542373,0.6363636363636364,n=14 A=6 B=4 C=1 D=3,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
2,PairItem,10,5,3,1,1,0.8,0.6,0.222222,0.25,n=10 A=5 B=3 C=1 D=1,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly; rr7 p1_pi is self-consistent and used as given; the TRIAL files p1_pi is corrupt
2,RepeatedLure,3,0,0,0,3,0.0,0.0,0.75,,n=2 A=0 B=0 C=0 D=2,A: sum(n)=50 and rl identity satisfied,1,differs from TRIAL2+TRIAL3: n 2 vs 3
3,SameItem,9,6,0,0,3,0.6666666666666666,0.6666666666666666,0.978261,1.0,n=9 A=6 B=0 C=0 D=3,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
3,DifferentItem,9,2,4,0,3,0.6666666666666666,0.2222222222222222,0.590909,1.0,n=9 A=2 B=4 C=0 D=3,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
3,IntactPair,5,3,0,0,2,0.6,0.6,0.944444,1.0,n=5 A=3 B=0 C=0 D=2,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
3,ItemPair,16,13,0,0,3,0.8125,0.8125,0.989474,1.0,n=16 A=13 B=0 C=0 D=3,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
3,PairItem,11,7,0,2,2,0.6363636363636364,0.8181818181818182,0.875,1.0,n=11 A=7 B=0 C=2 D=2,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly; rr7 p1_pi is self-consistent and used as given; the TRIAL files p1_pi is corrupt
3,RepeatedLure,4,0,0,0,4,0.0,0.0,0.8,,n=4 A=0 B=0 C=0 D=4,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
4,SameItem,9,7,0,1,1,0.7777777777777778,0.8888888888888888,0.875,1.0,n=9 A=7 B=0 C=1 D=1,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
4,DifferentItem,11,8,3,0,0,1.0,0.7272727272727273,0.416667,,n=11 A=8 B=3 C=0 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
4,IntactPair,6,6,0,0,0,1.0,1.0,0.857143,,n=6 A=6 B=0 C=0 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
4,ItemPair,14,13,0,1,0,0.9285714285714286,1.0,0.8,,n=14 A=13 B=0 C=1 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
4,PairItem,10,10,0,0,0,1.0,1.0,0.909091,,n=10 A=10 B=0 C=0 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly; rr7 p1_pi is self-consistent and used as given; the TRIAL files p1_pi is corrupt
4,RepeatedLure,3,0,0,0,3,0.0,0.0,0.75,,n=3 A=0 B=0 C=1 D=2,A: sum(n)=50 and rl identity satisfied,1,differs from TRIAL2+TRIAL3 in cell counts (n agrees)
5,SameItem,10,9,0,0,1,0.9,0.9,0.965517,1.0,n=10 A=9 B=0 C=0 D=1,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
5,DifferentItem,12,9,2,1,0,0.9166666666666666,0.8333333333333334,0.117647,-1.0,n=12 A=9 B=2 C=1 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
5,IntactPair,5,5,0,0,0,1.0,1.0,0.833333,,n=5 A=5 B=0 C=0 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
5,ItemPair,13,12,0,1,0,0.9230769230769231,1.0,0.785714,,n=13 A=12 B=0 C=1 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
5,PairItem,10,9,0,1,0,0.9,1.0,0.727273,,n=10 A=9 B=0 C=1 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly; rr7 p1_pi is self-consistent and used as given; the TRIAL files p1_pi is corrupt
5,RepeatedLure,3,0,0,1,2,0.0,0.3333333333333333,0.25,,n=2 A=0 B=0 C=0 D=2,A: sum(n)=50 and rl identity satisfied,1,differs from TRIAL2+TRIAL3: n 2 vs 3
6,SameItem,11,10,0,1,0,0.9090909090909091,1.0,0.75,,n=11 A=10 B=0 C=1 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
6,DifferentItem,10,9,0,1,0,0.9,1.0,0.727273,,n=10 A=9 B=0 C=1 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
6,IntactPair,6,6,0,0,0,1.0,1.0,0.857143,,n=6 A=6 B=0 C=0 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
6,ItemPair,13,10,2,1,0,0.9230769230769231,0.8461538461538461,0.166667,-1.0,n=13 A=10 B=2 C=1 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
6,PairItem,10,10,0,0,0,1.0,1.0,0.909091,,n=10 A=10 B=0 C=0 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly; rr7 p1_pi is self-consistent and used as given; the TRIAL files p1_pi is corrupt
6,RepeatedLure,1,0,0,0,1,0.0,0.0,0.5,,n=3 A=0 B=0 C=0 D=3,A: sum(n)=50 and rl identity satisfied,1,differs from TRIAL2+TRIAL3: n 3 vs 1
7,SameItem,11,9,0,1,1,0.8181818181818182,0.9090909090909091,0.9,1.0,n=11 A=9 B=0 C=1 D=1,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
7,DifferentItem,9,8,1,0,0,1.0,0.8888888888888888,0.7,,n=9 A=8 B=1 C=0 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
7,IntactPair,4,4,0,0,0,1.0,1.0,0.8,,n=4 A=4 B=0 C=0 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
7,ItemPair,15,13,0,2,0,0.8666666666666667,1.0,0.6875,,n=15 A=13 B=0 C=2 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
7,PairItem,11,11,0,0,0,1.0,1.0,0.916667,,n=12 A=11 B=0 C=1 D=0,A: sum(n)=50 and rl identity satisfied,1,differs from TRIAL2+TRIAL3: n 12 vs 11; rr7 p1_pi is self-consistent and used as given; the TRIAL files p1_pi is corrupt
7,RepeatedLure,3,0,0,0,3,0.0,0.0,0.75,,n=2 A=0 B=0 C=0 D=2,A: sum(n)=50 and rl identity satisfied,1,differs from TRIAL2+TRIAL3: n 2 vs 3
8,SameItem,9,8,0,0,1,0.8888888888888888,0.8888888888888888,0.961538,1.0,n=9 A=8 B=0 C=0 D=1,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
8,DifferentItem,11,5,2,1,3,0.6363636363636364,0.5454545454545454,0.673913,0.7647058823529411,n=11 A=5 B=2 C=1 D=3,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
8,IntactPair,5,5,0,0,0,1.0,1.0,0.833333,,n=5 A=5 B=0 C=0 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
8,ItemPair,14,12,1,1,0,0.9285714285714286,0.9285714285714286,0.470588,-1.0,n=14 A=12 B=1 C=1 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
8,PairItem,11,7,0,4,0,0.6363636363636364,1.0,0.25,,n=11 A=7 B=0 C=4 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly; rr7 p1_pi is self-consistent and used as given; the TRIAL files p1_pi is corrupt
8,RepeatedLure,4,0,0,0,4,0.0,0.0,0.8,,n=5 A=0 B=0 C=0 D=5,A: sum(n)=50 and rl identity satisfied,1,differs from TRIAL2+TRIAL3: n 5 vs 4
9,SameItem,10,6,2,1,1,0.8,0.7,0.444444,0.5,n=10 A=6 B=2 C=1 D=1,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
9,DifferentItem,12,6,4,2,0,0.8333333333333334,0.6666666666666666,-0.551724,-1.0,n=12 A=6 B=4 C=2 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
9,IntactPair,4,4,0,0,0,1.0,1.0,0.8,,n=4 A=4 B=0 C=0 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
9,ItemPair,14,10,1,1,2,0.7857142857142857,0.7857142857142857,0.842105,0.9047619047619048,n=14 A=10 B=1 C=1 D=2,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
9,PairItem,10,9,0,0,1,0.9,0.9,0.965517,1.0,n=10 A=9 B=0 C=0 D=1,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly; rr7 p1_pi is self-consistent and used as given; the TRIAL files p1_pi is corrupt
9,RepeatedLure,4,0,0,0,4,0.0,0.0,0.8,,n=5 A=0 B=0 C=1 D=4,A: sum(n)=50 and rl identity satisfied,1,differs from TRIAL2+TRIAL3: n 5 vs 4
10,SameItem,12,8,0,1,3,0.6666666666666666,0.75,0.95082,1.0,n=12 A=8 B=0 C=1 D=3,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
10,DifferentItem,11,1,5,1,4,0.5454545454545454,0.18181818181818182,-0.1,-0.1111111111111111,n=11 A=1 B=5 C=1 D=4,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
10,IntactPair,2,2,0,0,0,1.0,1.0,0.666667,,n=2 A=2 B=0 C=0 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
10,ItemPair,14,9,1,3,1,0.7142857142857143,0.8571428571428571,0.461538,0.5,n=14 A=9 B=1 C=3 D=1,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
10,PairItem,11,6,3,1,1,0.8181818181818182,0.6363636363636364,0.3,0.3333333333333333,n=11 A=6 B=3 C=1 D=1,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly; rr7 p1_pi is self-consistent and used as given; the TRIAL files p1_pi is corrupt
10,RepeatedLure,4,0,0,2,2,0.0,0.5,0.0,,n=5 A=0 B=0 C=0 D=5,A: sum(n)=50 and rl identity satisfied,1,differs from TRIAL2+TRIAL3: n 5 vs 4
11,SameItem,11,7,3,0,1,0.9090909090909091,0.6363636363636364,0.730769,1.0,n=11 A=7 B=3 C=0 D=1,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
11,DifferentItem,9,4,3,1,1,0.7777777777777778,0.5555555555555556,0.125,0.14285714285714285,n=9 A=4 B=3 C=1 D=1,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
11,IntactPair,3,3,0,0,0,1.0,1.0,0.75,,n=3 A=3 B=0 C=0 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
11,ItemPair,17,12,1,1,3,0.7647058823529411,0.7647058823529411,0.902174,0.9459459459459459,n=17 A=12 B=1 C=1 D=3,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
11,PairItem,10,8,2,0,0,1.0,0.8,0.545455,,n=10 A=8 B=2 C=0 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly; rr7 p1_pi is self-consistent and used as given; the TRIAL files p1_pi is corrupt
11,RepeatedLure,4,1,0,0,3,0.25,0.25,0.909091,1.0,n=5 A=1 B=0 C=1 D=3,A: sum(n)=50 and rl identity satisfied,1,differs from TRIAL2+TRIAL3: n 5 vs 4
12,SameItem,8,5,0,2,1,0.625,0.875,0.736842,1.0,n=8 A=5 B=0 C=2 D=1,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
12,DifferentItem,11,1,4,3,3,0.45454545454545453,0.36363636363636365,-0.5,-0.6,n=11 A=1 B=4 C=3 D=3,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
12,IntactPair,5,1,2,2,0,0.6,0.6,-0.785714,-1.0,n=5 A=1 B=2 C=2 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
12,ItemPair,15,4,5,3,3,0.6,0.4666666666666667,-0.1,-0.1111111111111111,n=15 A=4 B=5 C=3 D=3,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
12,PairItem,11,5,3,1,2,0.7272727272727273,0.5454545454545454,0.447368,0.5384615384615384,unavailable,A: sum(n)=50 and rl identity satisfied,1,TRIAL2/TRIAL3 counterpart not reconstructable; rr7 p1_pi is self-consistent and used as given; the TRIAL files p1_pi is corrupt
12,RepeatedLure,5,1,0,1,3,0.2,0.4,0.75,1.0,n=3 A=1 B=0 C=0 D=2,A: sum(n)=50 and rl identity satisfied,1,differs from TRIAL2+TRIAL3: n 3 vs 5
13,SameItem,10,8,2,0,0,1.0,0.8,0.545455,,n=10 A=8 B=2 C=0 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
13,DifferentItem,11,8,2,1,0,0.9090909090909091,0.8181818181818182,0.0625,-1.0,n=11 A=8 B=2 C=1 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
13,IntactPair,5,3,2,0,0,1.0,0.6,0.166667,,n=5 A=3 B=2 C=0 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
13,ItemPair,15,14,1,0,0,1.0,0.9333333333333333,0.8125,,n=15 A=14 B=1 C=0 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
13,PairItem,9,9,0,0,0,1.0,1.0,0.9,,n=9 A=9 B=0 C=0 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly; rr7 p1_pi is self-consistent and used as given; the TRIAL files p1_pi is corrupt
13,RepeatedLure,3,0,0,0,3,0.0,0.0,0.75,,n=7 A=0 B=0 C=1 D=6,A: sum(n)=50 and rl identity satisfied,1,differs from TRIAL2+TRIAL3: n 7 vs 3
14,SameItem,9,5,2,2,0,0.7777777777777778,0.7777777777777778,-0.388889,-1.0,n=9 A=5 B=2 C=2 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
14,DifferentItem,10,4,5,1,0,0.9,0.5,-0.571429,-1.0,n=10 A=4 B=5 C=1 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
14,IntactPair,4,2,2,0,0,1.0,0.5,0.0,,n=4 A=2 B=2 C=0 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
14,ItemPair,16,11,1,2,2,0.75,0.8125,0.769231,0.8333333333333334,n=16 A=11 B=1 C=2 D=2,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
14,PairItem,11,5,2,1,3,0.6363636363636364,0.5454545454545454,0.673913,0.7647058823529411,n=11 A=5 B=2 C=1 D=3,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly; rr7 p1_pi is self-consistent and used as given; the TRIAL files p1_pi is corrupt
14,RepeatedLure,5,0,0,1,4,0.0,0.2,0.5,,n=5 A=0 B=0 C=1 D=4,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
15,SameItem,8,8,0,0,0,1.0,1.0,0.888889,,n=8 A=8 B=0 C=0 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
15,DifferentItem,11,6,2,3,0,0.7272727272727273,0.8181818181818182,-0.458333,-1.0,n=11 A=6 B=2 C=3 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
15,IntactPair,6,6,0,0,0,1.0,1.0,0.857143,,n=6 A=6 B=0 C=0 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
15,ItemPair,15,12,1,2,0,0.8666666666666667,0.9333333333333333,0.25,-1.0,n=15 A=12 B=1 C=2 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
15,PairItem,10,10,0,0,0,1.0,1.0,0.909091,,n=10 A=10 B=0 C=0 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly; rr7 p1_pi is self-consistent and used as given; the TRIAL files p1_pi is corrupt
15,RepeatedLure,4,0,0,0,4,0.0,0.0,0.8,,n=4 A=0 B=0 C=0 D=4,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
16,SameItem,9,7,0,0,2,0.7777777777777778,0.7777777777777778,0.973684,1.0,n=9 A=7 B=0 C=0 D=2,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
16,DifferentItem,10,7,1,2,0,0.8,0.9,0.0,-1.0,n=10 A=7 B=1 C=2 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
16,IntactPair,5,5,0,0,0,1.0,1.0,0.833333,,n=5 A=5 B=0 C=0 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
16,ItemPair,15,12,0,2,1,0.8,0.9333333333333333,0.875,1.0,n=15 A=12 B=0 C=2 D=1,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
16,PairItem,11,7,4,0,0,1.0,0.6363636363636364,0.25,,n=11 A=7 B=4 C=0 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly; rr7 p1_pi is self-consistent and used as given; the TRIAL files p1_pi is corrupt
16,RepeatedLure,4,0,0,0,4,0.0,0.0,0.8,,n=5 A=0 B=0 C=0 D=5,A: sum(n)=50 and rl identity satisfied,1,differs from TRIAL2+TRIAL3: n 5 vs 4
17,SameItem,11,4,0,3,4,0.36363636363636365,0.6363636363636364,0.840909,1.0,n=11 A=4 B=0 C=3 D=4,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
17,DifferentItem,11,2,1,3,5,0.2727272727272727,0.45454545454545453,0.447368,0.5384615384615384,n=11 A=2 B=1 C=3 D=5,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
17,IntactPair,4,3,0,1,0,0.75,1.0,0.4,,n=4 A=3 B=0 C=1 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
17,ItemPair,14,6,1,2,5,0.5,0.5714285714285714,0.810127,0.875,n=14 A=6 B=1 C=2 D=5,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
17,PairItem,10,7,2,0,1,0.9,0.7,0.8,1.0,n=10 A=7 B=2 C=0 D=1,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly; rr7 p1_pi is self-consistent and used as given; the TRIAL files p1_pi is corrupt
17,RepeatedLure,3,0,1,1,1,0.3333333333333333,0.3333333333333333,-0.5,-1.0,n=2 A=0 B=0 C=1 D=1,A: sum(n)=50 and rl identity satisfied,1,differs from TRIAL2+TRIAL3: n 2 vs 3
18,SameItem,9,7,1,1,0,0.8888888888888888,0.8888888888888888,0.25,-1.0,n=9 A=7 B=1 C=1 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
18,DifferentItem,9,8,1,0,0,1.0,0.8888888888888888,0.7,,n=9 A=8 B=1 C=0 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
18,IntactPair,4,4,0,0,0,1.0,1.0,0.8,,n=4 A=4 B=0 C=0 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
18,ItemPair,17,14,0,3,0,0.8235294117647058,1.0,0.611111,,n=17 A=14 B=0 C=3 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
18,PairItem,11,10,0,1,0,0.9090909090909091,1.0,0.75,,n=11 A=10 B=0 C=1 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly; rr7 p1_pi is self-consistent and used as given; the TRIAL files p1_pi is corrupt
18,RepeatedLure,5,0,0,3,2,0.0,0.6,-0.166667,,n=3 A=0 B=0 C=2 D=1,A: sum(n)=50 and rl identity satisfied,1,differs from TRIAL2+TRIAL3: n 3 vs 5
19,SameItem,11,8,1,1,1,0.8181818181818182,0.8181818181818182,0.7,0.7777777777777778,n=12 A=9 B=1 C=1 D=1,A: sum(n)=50 and rl identity satisfied,1,differs from TRIAL2+TRIAL3: n 12 vs 11
19,DifferentItem,9,8,1,0,0,1.0,0.8888888888888888,0.7,,n=8 A=7 B=1 C=0 D=0,A: sum(n)=50 and rl identity satisfied,1,differs from TRIAL2+TRIAL3: n 8 vs 9
19,IntactPair,5,4,0,0,1,0.8,0.8,0.928571,1.0,n=5 A=4 B=0 C=0 D=1,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
19,ItemPair,14,8,6,0,0,1.0,0.5714285714285714,0.133333,,n=14 A=8 B=6 C=0 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly
19,PairItem,11,7,0,4,0,0.6363636363636364,1.0,0.25,,n=11 A=7 B=0 C=4 D=0,A: sum(n)=50 and rl identity satisfied,1,matches TRIAL2+TRIAL3 exactly; rr7 p1_pi is self-consistent and used as given; the TRIAL files p1_pi is corrupt
19,RepeatedLure,2,0,0,0,2,0.0,0.0,0.666667,,n=2 A=0 B=0 C=1 D=1,A: sum(n)=50 and rl identity satisfied,1,differs from TRIAL2+TRIAL3 in cell counts (n agrees)
20,SameItem,10,8,0,1,1,0.8,0.9,0.888889,1.0,n=11 A=9 B=0 C=1 D=1,B: sum(n)=50 satisfied; rl solved separately,1,differs from TRIAL2+TRIAL3: n 11 vs 10
20,DifferentItem,10,8,1,1,0,0.9,0.9,0.307692,-1.0,n=9 A=7 B=1 C=1 D=0,B: sum(n)=50 satisfied; rl solved separately,1,differs from TRIAL2+TRIAL3: n 9 vs 10
20,IntactPair,6,6,0,0,0,1.0,1.0,0.857143,,n=6 A=6 B=0 C=0 D=0,B: sum(n)=50 satisfied; rl solved separately,1,matches TRIAL2+TRIAL3 exactly
20,ItemPair,14,13,0,1,0,0.9285714285714286,1.0,0.8,,n=14 A=13 B=0 C=1 D=0,B: sum(n)=50 satisfied; rl solved separately,1,matches TRIAL2+TRIAL3 exactly
20,PairItem,10,9,1,0,0,1.0,0.9,0.727273,,n=10 A=9 B=1 C=0 D=0,B: sum(n)=50 satisfied; rl solved separately,1,matches TRIAL2+TRIAL3 exactly; rr7 p1_pi is self-consistent and used as given; the TRIAL files p1_pi is corrupt
20,RepeatedLure,1,0,0,0,1,0.0,0.0,0.5,,n=2 A=0 B=0 C=0 D=2,B: sum(n)=50 satisfied; rl solved separately,1,differs from TRIAL2+TRIAL3: n 2 vs 1; rl_n=1 != (12-si_n)+(6-int_n)=2
21,SameItem,9,9,0,0,0,1.0,1.0,0.9,,n=10 A=10 B=0 C=0 D=0,"C: per-condition solve, design constraints not satisfiable",0,differs from TRIAL2+TRIAL3: n 10 vs 9
21,DifferentItem,13,13,0,0,0,1.0,1.0,0.928571,,n=12 A=12 B=0 C=0 D=0,"C: per-condition solve, design constraints not satisfiable",0,n=13 exceeds pooled design slot 12; differs from TRIAL2+TRIAL3: n 12 vs 13
21,IntactPair,3,3,0,0,0,1.0,1.0,0.75,,n=3 A=3 B=0 C=0 D=0,"C: per-condition solve, design constraints not satisfiable",0,matches TRIAL2+TRIAL3 exactly
21,ItemPair,15,14,1,0,0,1.0,0.9333333333333333,0.8125,,n=15 A=14 B=1 C=0 D=0,"C: per-condition solve, design constraints not satisfiable",0,matches TRIAL2+TRIAL3 exactly
21,PairItem,10,10,0,0,0,1.0,1.0,0.909091,,n=10 A=10 B=0 C=0 D=0,"C: per-condition solve, design constraints not satisfiable",0,matches TRIAL2+TRIAL3 exactly; rr7 p1_pi is self-consistent and used as given; the TRIAL files p1_pi is corrupt
21,RepeatedLure,5,0,0,0,5,0.0,0.0,0.833333,,n=5 A=0 B=0 C=0 D=5,"C: per-condition solve, design constraints not satisfiable",0,matches TRIAL2+TRIAL3 exactly; rl_n=5 != (12-si_n)+(6-int_n)=6
22,SameItem,8,6,0,1,1,0.75,0.875,0.857143,1.0,n=9 A=6 B=1 C=1 D=1,B: sum(n)=50 satisfied; rl solved separately,1,differs from TRIAL2+TRIAL3: n 9 vs 8
22,DifferentItem,11,7,2,1,1,0.8181818181818182,0.7272727272727273,0.5,0.5555555555555556,n=10 A=6 B=2 C=1 D=1,B: sum(n)=50 satisfied; rl solved separately,1,differs from TRIAL2+TRIAL3: n 10 vs 11
